pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
urd-WL-76-174284-7596494-22-5,urd-WL-76-174284-7596494,22,HITInput,"None in the world is as great as God is ; undoubtedly , God is great .","Obviously , there is no bigger justice than Allah and nobody has any doubt of that .","none in the world be as great a god be ; undoubtedly , god be great .","obviously , there be no big justice than allah and nobody have any doubt of that .",0.8888888888888888,0,0-10 8-8 11-0 16-16 6-5 12-1,,,,,,,
VOM19981122_0900_1102-8-18,VOM19981122_0900_1102,8,HITInput,"In light of the forthcoming meeting , the policy made the arrests .",The police carried out the detentions to deter the gathering .,"in light of the forthcoming meeting , the policy make the arrest .",the police carry out the detention to deter the gathering .,0.8888888888888888,2,9-2 12-10 3-8 7-0 5-9 11-5 10-4 8-1,,,,,,,
VOM19981122_0900_1102-8-14,VOM19981122_0900_1102,8,HITInput,The police detained these people to prevent this gathering .,The public security officers took the action because of the meeting .,the police detain these people to prevent this gathering .,the public security officer take the action because of the meeting .,0.8888888888888888,2,0-0 1-3 9-11 8-10 4-1,,,,,,,
chtb_324-12-0,chtb_324,12,HITInput,He said that China has entered a number of new faces in the competition .,"In his opinion , many new athletes from our country took part in this contest .",he say that china have enter a number of new face in the competition .,"in his opinion , many new athlete from our country take part in this contest .",0.8888888888888888,1,5-10 9-5 11-12 7-4 13-14 14-15,,,,,,,
groups.google.com_islamtoday_ef93484f13757a5c_ARB_20060206_014000-9-1,groups.google.com_islamtoday_ef93484f13757a5c_ARB_20060206_014000,9,HITInput,For it is more than fasting .,So make sure to fast as much as possible during this month .,for it be more than fast .,so make sure to fast as much a possible during this month .,0.8888888888888888,6,5-4 6-12,,,,,,,
urd-WL-80-174265-7496746-36-4,urd-WL-80-174265-7496746,36,HITInput,"I express my anger on those who holed music and dance kind of sessions , shake their legs and bother the people .",I get angry in the same manner when singing and other revelry groups make loud noises .,"i express my anger on those who hole music and dance kind of session , shake their leg and bother the people .",i get angry in the same manner when singing and other revelry group make loud noise .,0.8857142857142857,6,22-16 1-13 3-2,,,,,,,
cmn-WL-8-89600-7821328-25-2,cmn-WL-8-89600-7821328,25,HITInput,"The Souths , the Wests - what family has n't got skeletons in its cupboard ?","There are the Nan family , the Xi family , and many others . Which one of them can claim to be completely free from difficulties and problems ?","the south , the west - what family have n't get skeleton in it cupboard ?","there be the nan family , the xi family , and many others . which one of them can claim to be completely free from difficulty and problem ?",0.8857142857142857,13,0-2 2-5 3-6 1-3 7-4 15-28,,,,,,,
chtb_245-10-35,chtb_245,10,HITInput,"At the end of the meeting , McLaurent gave an evening banquet in honor of Zou Jiahua and his party .","After the talk , Mclaren invited the delegation to dinner .","at the end of the meeting , mclaurent give an evening banquet in honor of zou jiahua and his party .","after the talk , mclaren invite the delegation to dinner .",0.8846153846153846,10,20-10 11-9,,,,,,,
AFA20030221.5500-3-0,AFA20030221.5500,3,HITInput,"Other games include Althafra against Alshabab , Dubai against Alnasir , Alwasil against Alsharqa and Alahli against Aljazeera .","Also Al-Zafra will play Al-Shabab , Dubai with Al-Nasr , Al-Wasl with Sharjah , Al-Ahli with Al-Jazira .","other game include althafra against alshabab , dubai against alnasir , alwasil against alsharqa and alahli against aljazeera .","also al-zafra will play al-shabab , dubai with al-nasr , al-wasl with sharjah , al-ahli with al-jazira .",0.8846153846153846,1,5-4 8-7 1-3 18-17 7-6 15-14 6-5 16-15,,,,,,,
urd-WL-80-174265-7496746-36-1,urd-WL-80-174265-7496746,36,HITInput,"When the singing and vulgar concerts bang away and make life difficult , I feel bad .",I became angry also at people who sing and dance very noisily .,"when the singing and vulgar concert bang away and make life difficult , i feel bad .",i become angry also at people who sing and dance very noisily .,0.8846153846153846,4,9-1 16-12 2-7 3-8,,,,,,,
groups.google.com_ritaj_62b55f7ce07761b5_ARB_20060216_080500-10-3,groups.google.com_ritaj_62b55f7ce07761b5_ARB_20060216_080500,10,HITInput,I bestow loving grace on them and they could not care less for me !,"`` I endear myself to them with grace , but I can manage without them .",i bestow love grace on them and they could not care less for me !,"`` i endear myself to them with grace , but i can manage without them .",0.8846153846153846,1,3-7 14-15,,,,,,,
groups.google.com_greenpartycn_b07aeae684cbc1b7_CMN_20060209_051800-27-1,groups.google.com_greenpartycn_b07aeae684cbc1b7_CMN_20060209_051800,27,HITInput,Landlords at lower levels had more independent power .,"As titles were subdivided into increasingly lower strata , the lords at each lower stratum possessed an increased amount of autonomy .",landlord at low level have more independent power .,"a title be subdivide into increasingly low stratum , the lord at each low stratum possess an increased amount of autonomy .",0.8846153846153846,13,6-20 8-21 3-18 2-6,,,,,,,
VOM19981230_0700_0515-1-20,VOM19981230_0700_0515,1,HITInput,Several key figures of Republicans in U.S. Congress have opposing views about the impeachment proceedings .,Keymen of the Senators of the US disagreed on how to impeach President Clinton .,several key figure of republican in u.s. congress have oppose view about the impeachment proceeding .,keymen of the senator of the u disagree on how to impeach president clinton .,0.8846153846153846,1,6-6 15-14 13-11,,,,,,,
urd-WL-80-174265-7519426-23-1,urd-WL-80-174265-7519426,23,HITInput,These things have neither any religious or judicial nor any moral justification .,"There is no room for that type of prattle in religion , the constitution , or morals .",these thing have neither any religious or judicial nor any moral justification .,"there be no room for that type of prattle in religion , the constitution , or moral .",0.8846153846153846,5,5-10 8-15 12-17 10-16 6-15,,,,,,,
cmn-WL-8-89492-7862709-10-4,cmn-WL-8-89492-7862709,10,HITInput,There is also an examination . Those who pass will be granted a graduation diploma .,"In this period , tests were also given , and certificates were issued to qualified trainees .",there be also an examination . those who pass will be grant a graduation diploma .,"in this period , test be also give , and certificate be issue to qualify trainee .",0.8846153846153846,1,2-6 1-5 11-7 15-16 4-4 14-10,,,,,,,
AFA20030221.5500-3-0,AFA20030221.5500,3,HITInput,"Other games include Althafra against Alshabab , Dubai against Alnasir , Alwasil against Alsharqa and Alahli against Aljazeera .","Also Al-Zafra will play Al-Shabab , Dubai with Al-Nasr , Al-Wasl with Sharjah , Al-Ahli with Al-Jazira .","other game include althafra against alshabab , dubai against alnasir , alwasil against alsharqa and alahli against aljazeera .","also al-zafra will play al-shabab , dubai with al-nasr , al-wasl with sharjah , al-ahli with al-jazira .",0.8846153846153846,1,5-4 8-7 1-3 18-17 7-6 15-14 6-5 16-15,,,,,,,
chtb_324-10-41,chtb_324,10,HITInput,They do much more training indoor at home .,Most of the time they practice indoors in China .,they do much more training indoor at home .,most of the time they practice indoors in china .,0.8823529411764706,1,5-6 8-9,,,,,,,
chtb_324-10-39,chtb_324,10,HITInput,They do much more training indoor at home .,`` They were used to practicing indoors in China .,they do much more training indoor at home .,`` they be use to practice indoors in china .,0.8823529411764706,1,5-6 8-9,,,,,,,
groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900-37-2,groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900,37,HITInput,"In her excitement , that girl said a great deal .",The girl then excitingly talked at length .,"in her excitement , that girl say a great deal .",the girl then excitingly talk at length .,0.8823529411764706,3,2-3 6-4 5-1 10-7,,,,,,,
DEW_URD_20090106.0006-14-5,DEW_URD_20090106.0006,14,HITInput,"On top of that , both Foreign Ministers are giving divergent statement regarding the Middle East war .",It is a particularly delicate situation because Kouchner and Schwarzenberg take very different public stances on the Mideast conflict .,"on top of that , both foreign minister be give divergent statement regard the middle east war .",it be a particularly delicate situation because kouchner and schwarzenberg take very different public stance on the mideast conflict .,0.8823529411764706,2,10-12 17-19 13-16 15-17 16-18 9-10,,,,,,,
urd-WL-83-174268-11364087-post8-1-5,urd-WL-83-174268-11364087-post8,1,HITInput,I was n't probably blessed with my due share of wisdom .,I think I have very little brains .,i be n't probably bless with my due share of wisdom .,i think i have very little brain .,0.8823529411764706,4,11-7,,,,,,,
urd-WL-12-174261-7457007-31-4,urd-WL-12-174261-7457007,31,HITInput,I presumed the government had received wrong information . '',It seems that they were given incorrect information .,i presume the government have receive wrong information . '',it seem that they be give incorrect information .,0.8823529411764706,1,5-5 7-7 8-8 6-6,,,,,,,
artb_045-6-11,artb_045,6,HITInput,Angham is distinguished for her tender vibrato and high pitch .,Angham has excellent voice with fine tones .,angham be distinguish for her tender vibrato and high pitch .,angham have excellent voice with fine tone .,0.8823529411764706,3,9-6 0-0 10-7,,,,,,,
groups.yahoo.com_Yamuslim_9289_ARB_20060212_093600-10-0,groups.yahoo.com_Yamuslim_9289_ARB_20060212_093600,10,HITInput,Whoever fights Allah has been fought .,"And he who wages war on the Prophet , war shall be waged on him .",whoever fight allah have be fight .,"and he who wag war on the prophet , war shall be wag on him .",0.8823529411764706,9,1-3 5-12 4-11 6-15,,,,,,,
urd-WL-78-174262-7483457-7-1,urd-WL-78-174262-7483457,7,HITInput,"Fundamentalists , enlightened , all these are false identities .",Fundamentalism and modernization are terms that are only for show .,"fundamentalist , enlighten , all these be false identity .",fundamentalism and modernization be term that be only for show .,0.8823529411764706,1,0-0 9-10,,,,,,,
chtb_324-10-33,chtb_324,10,HITInput,"In China , they are trained indoor more often than outdoor .",At home they trained mostly indoors .,"in china , they be trained indoor more often than outdoor .",at home they train mostly indoors .,0.8823529411764706,5,8-4 6-5 11-6 3-2 5-3,,,,,,,
HYT_ARB_20070722.0070-36-1,HYT_ARB_20070722.0070,36,HITInput,It is not merely a matter of meeting qualifying conditions .,The issue goes beyond the conditions for eligibility .,it be not merely a matter of meet qualify condition .,the issue go beyond the condition for eligibility .,0.8823529411764706,2,10-8 5-1 8-7 9-5,,,,,,,
urd-WL-11-174259-7756698-24-5,urd-WL-11-174259-7756698,24,HITInput,Mi N Shu Tu shall lead the country .,Me In Shue will assume leadership of the government .,mi n shu tu shall lead the country .,me in shue will assume leadership of the government .,0.8823529411764706,1,2-2 5-5 8-9,,,,,,,
VOM19981122_0900_1102-8-32,VOM19981122_0900_1102,8,HITInput,The police carried out the detentions to deter the gathering .,The public security officers took the action because of the meeting .,the police carry out the detention to deter the gathering .,the public security officer take the action because of the meeting .,0.8823529411764706,1,10-11 0-0 2-4 1-3 8-9 9-10,,,,,,,
VOM19981122_0900_1102-8-6,VOM19981122_0900_1102,8,HITInput,Police then made several arrests against the gathering .,The public security officers took the action because of the meeting .,police then make several arrest against the gathering .,the public security officer take the action because of the meeting .,0.8823529411764706,3,6-9 7-10 0-3 2-4 8-11,,,,,,,
DEW_URD_20090106.0006-14-5,DEW_URD_20090106.0006,14,HITInput,"On top of that , both Foreign Ministers are giving divergent statement regarding the Middle East war .",It is a particularly delicate situation because Kouchner and Schwarzenberg take very different public stances on the Mideast conflict .,"on top of that , both foreign minister be give divergent statement regard the middle east war .",it be a particularly delicate situation because kouchner and schwarzenberg take very different public stance on the mideast conflict .,0.8823529411764706,2,10-12 17-19 13-16 15-17 16-18 9-10,,,,,,,
VOM19981122_0900_1102-5-16,VOM19981122_0900_1102,5,HITInput,"As of now , their whereabouts are unknown .",At the present time nobody know where they are .,"a of now , their whereabouts be unknown .",at the present time nobody know where they be .,0.8823529411764706,1,8-9,,,,,,,
ZBN20020321.0004-9-5,ZBN20020321.0004,9,HITInput,"ROK has an army of 650,000 .",There are 650 thousand of soldiers and officers in the South .,"rok have an army of 650,000 .",there be 650 thousand of soldier and officer in the south .,0.8823529411764706,5,6-11,,,,,,,
VOM19981122_0900_1102-1-21,VOM19981122_0900_1102,1,HITInput,"Dear audience , let 's look at some situations in China .",Here is the news about China .,"dear audience , let 's look at some situation in china .",here be the news about china .,0.8823529411764706,5,11-6 10-5,,,,,,,
VOA_URD_20070721.0008-15-4,VOA_URD_20070721.0008,15,HITInput,"He has been asked to fill surety bond of 500,000 dollars .",His bail is $ 5 lakh .,"he have be ask to fill surety bond of 500,000 dollar .",his bail be $ 5 lakh .,0.8823529411764706,5,7-1 11-6 10-3,,,,,,,
groups.google.com_kholoudalrouh_4dca8166880eee76_ARB_20060216_031200-30-5,groups.google.com_kholoudalrouh_4dca8166880eee76_ARB_20060216_031200,30,HITInput,The revelation includes all single men .,"In the Qur'an , there is a call to every bachelor .",the revelation include all single men .,"in the qur'an , there be a call to every bachelor .",0.8823529411764706,5,4-12 6-13,,,,,,,
urd-WL-83-174268-11364087-post8-1-5,urd-WL-83-174268-11364087-post8,1,HITInput,I was n't probably blessed with my due share of wisdom .,I think I have very little brains .,i be n't probably bless with my due share of wisdom .,i think i have very little brain .,0.8823529411764706,4,11-7,,,,,,,
ZBN19981203_0062-7-18,ZBN19981203_0062,7,HITInput,Fourteen percent of the Australia population is British .,UK people account for 14 % of Australian immigrants .,fourteen percent of the australia population be british .,uk people account for 14 % of australian immigrant .,0.8823529411764706,1,0-4 5-1 4-7 7-0 1-5 8-9 2-6,,,,,,,
